variant,tokenizer,model,remove_velocity,hard_quantization,dataset_a,dataset_b,fmd,valid,real_pair,source_a,source_b,real_files_a,real_files_b,bootstrap_mean,bootstrap_std,bootstrap_ci_lower,bootstrap_ci_upper
tok=REMI|model=CLaMP-1|vel=on|quant=on,REMI,CLaMP-1,False,True,classical,rap,0.09013860531143938,True,True,real,real,120,120,0.13458214952736283,0.005553722133284015,0.12408662260251159,0.14351534557428547
tok=REMI|model=CLaMP-1|vel=on|quant=on,REMI,CLaMP-1,False,True,pop,rap,0.07604996368039674,True,True,real,real,120,120,0.12594151826299932,0.004569687329655523,0.11643481106720519,0.13417352909245658
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,maestro,midicaps,0.0711285233757561,True,True,real,real,120,120,0.1255526596219769,0.009836425351569618,0.10956963192746746,0.1440115381164612
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,maestro,pop909,0.05272330330005376,True,True,real,real,120,120,0.11524618921234572,0.009152586352154995,0.1005262693262732,0.13593272484904628
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,maestro,jazz,0.06509497199668385,True,True,real,real,120,120,0.11966547832891887,0.009334452312428933,0.10872446929968124,0.14743668545892868
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,maestro,rock,0.07551549704345824,True,True,real,real,120,120,0.12314428331738494,0.008684015739579932,0.11101046054505145,0.14245712518078973
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,maestro,classical,0.0469702198468336,True,True,real,real,120,120,0.11041292479477069,0.009494126542870119,0.09888018162057069,0.12893210730763197
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,maestro,pop,0.050172040524522385,True,True,real,real,120,120,0.11196756000617465,0.009495663271116575,0.09967995582375062,0.13034876485474348
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,maestro,rap,0.0756173496277782,True,True,real,real,120,120,0.12400396096349597,0.00822140907757564,0.11377835489972361,0.1523133396455461
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,midicaps,pop909,0.06167050775820718,True,True,real,real,120,120,0.11674349092330324,0.008716250339347165,0.10363703299603376,0.1386965970144688
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,midicaps,jazz,0.047170572096844686,True,True,real,real,120,120,0.10956873380126356,0.007883639391196353,0.09908667610099653,0.13152941610683128
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,midicaps,rock,0.05997923468722678,True,True,real,real,120,120,0.1127422670080767,0.007078026582186236,0.10107521109365655,0.1283344502209793
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,midicaps,classical,0.07548837910888162,True,True,real,real,120,120,0.12315094223688931,0.009210567806175005,0.10726165131484582,0.14408550146290672
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,midicaps,pop,0.06565892445993265,True,True,real,real,120,120,0.11807248545201646,0.00906759091100739,0.10570148594908045,0.13729362698778577
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,midicaps,rap,0.06866244974930957,True,True,real,real,120,120,0.11984405163331746,0.009952636683126556,0.10746757226870347,0.14714338192003681
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,pop909,jazz,0.05580643905176865,True,True,real,real,120,120,0.11236268590695549,0.006373059947526062,0.10298849263567025,0.12593514947223058
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,pop909,rock,0.058149408869333105,True,True,real,real,120,120,0.11230441459709821,0.005598786758158708,0.09962810479040304,0.12155616151801371
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,pop909,classical,0.053048889437743524,True,True,real,real,120,120,0.11149528306600061,0.008012456453605987,0.09940062446737426,0.13323452088541732
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,pop909,pop,0.04455458216067527,True,True,real,real,120,120,0.1076718037791248,0.007824588162779983,0.0963491396937498,0.1266937862034135
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,pop909,rap,0.07076293729000425,True,True,real,real,120,120,0.1202836669719786,0.005546161347432607,0.11045092371879461,0.13298747711517275
tok=REMI|model=CLaMP-1|vel=off|quant=on,REMI,CLaMP-1,True,True,jazz,rock,0.056244860831251825,True,True,real,real,120,120,0.10987133675300179,0.005019890325550106,0.10155137808264517,0.11867811595964223
