model,tokenizer,genre,sample_id,song_key,tsne1,tsne2
MusicBERT,MIDI-Like,rock,021479cf44539cda0a579659defdc75b.mid,rock/021479cf44539cda0a579659defdc75b.mid,33.46895217895508,12.356212615966797
MusicBERT,Octuple,rock,021479cf44539cda0a579659defdc75b.mid,rock/021479cf44539cda0a579659defdc75b.mid,12.156135559082031,-31.659440994262695
MusicBERT,REMI,rock,021479cf44539cda0a579659defdc75b.mid,rock/021479cf44539cda0a579659defdc75b.mid,3.8499629497528076,-0.13125774264335632
MusicBERT,TSD,rock,021479cf44539cda0a579659defdc75b.mid,rock/021479cf44539cda0a579659defdc75b.mid,-41.981361389160156,11.46854019165039
MusicBERT,MIDI-Like,rock,02694d0e0ce63eb20717d605161ea252.mid,rock/02694d0e0ce63eb20717d605161ea252.mid,31.749488830566406,10.477913856506348
MusicBERT,Octuple,rock,02694d0e0ce63eb20717d605161ea252.mid,rock/02694d0e0ce63eb20717d605161ea252.mid,-7.102052211761475,-30.442060470581055
MusicBERT,REMI,rock,02694d0e0ce63eb20717d605161ea252.mid,rock/02694d0e0ce63eb20717d605161ea252.mid,1.6833622455596924,9.35370922088623
MusicBERT,TSD,rock,02694d0e0ce63eb20717d605161ea252.mid,rock/02694d0e0ce63eb20717d605161ea252.mid,-32.30689239501953,8.033764839172363
MusicBERT,MIDI-Like,rock,0288100b865eba5ed6d2b27fd3b563dc.mid,rock/0288100b865eba5ed6d2b27fd3b563dc.mid,39.205265045166016,15.62998104095459
MusicBERT,Octuple,rock,0288100b865eba5ed6d2b27fd3b563dc.mid,rock/0288100b865eba5ed6d2b27fd3b563dc.mid,13.175540924072266,-33.12249755859375
MusicBERT,REMI,rock,0288100b865eba5ed6d2b27fd3b563dc.mid,rock/0288100b865eba5ed6d2b27fd3b563dc.mid,2.403872013092041,4.314442157745361
MusicBERT,TSD,rock,0288100b865eba5ed6d2b27fd3b563dc.mid,rock/0288100b865eba5ed6d2b27fd3b563dc.mid,-36.16488265991211,1.4024696350097656
MusicBERT,MIDI-Like,rock,02b50175151d46b279bc12fc94322d22.mid,rock/02b50175151d46b279bc12fc94322d22.mid,42.45170593261719,14.504249572753906
MusicBERT,Octuple,rock,02b50175151d46b279bc12fc94322d22.mid,rock/02b50175151d46b279bc12fc94322d22.mid,-10.726858139038086,-33.71968078613281
MusicBERT,REMI,rock,02b50175151d46b279bc12fc94322d22.mid,rock/02b50175151d46b279bc12fc94322d22.mid,-2.5702450275421143,1.0167502164840698
MusicBERT,TSD,rock,02b50175151d46b279bc12fc94322d22.mid,rock/02b50175151d46b279bc12fc94322d22.mid,-43.76198959350586,3.992542028427124
MusicBERT,MIDI-Like,rock,02e1b5b98e917bf14486be1320dd35b2.mid,rock/02e1b5b98e917bf14486be1320dd35b2.mid,30.780004501342773,5.742192268371582
MusicBERT,Octuple,rock,02e1b5b98e917bf14486be1320dd35b2.mid,rock/02e1b5b98e917bf14486be1320dd35b2.mid,-5.353766441345215,-44.535888671875
MusicBERT,REMI,rock,02e1b5b98e917bf14486be1320dd35b2.mid,rock/02e1b5b98e917bf14486be1320dd35b2.mid,-1.9379217624664307,9.776992797851562
MusicBERT,TSD,rock,02e1b5b98e917bf14486be1320dd35b2.mid,rock/02e1b5b98e917bf14486be1320dd35b2.mid,-41.04914855957031,13.22927474975586
MusicBERT,MIDI-Like,rock,02fbb737bc6fa5be83e3c857e2564d3e.mid,rock/02fbb737bc6fa5be83e3c857e2564d3e.mid,36.09813690185547,15.43257999420166
MusicBERT,Octuple,rock,02fbb737bc6fa5be83e3c857e2564d3e.mid,rock/02fbb737bc6fa5be83e3c857e2564d3e.mid,12.950812339782715,-31.45244026184082
MusicBERT,REMI,rock,02fbb737bc6fa5be83e3c857e2564d3e.mid,rock/02fbb737bc6fa5be83e3c857e2564d3e.mid,4.046559810638428,0.5729473233222961
MusicBERT,TSD,rock,02fbb737bc6fa5be83e3c857e2564d3e.mid,rock/02fbb737bc6fa5be83e3c857e2564d3e.mid,-41.158939361572266,6.090763092041016
MusicBERT,MIDI-Like,rock,03120108af23cfe4a5b76d5bbe69df6c.mid,rock/03120108af23cfe4a5b76d5bbe69df6c.mid,40.23570251464844,10.050591468811035
MusicBERT,Octuple,rock,03120108af23cfe4a5b76d5bbe69df6c.mid,rock/03120108af23cfe4a5b76d5bbe69df6c.mid,-4.433159828186035,-44.80141830444336
MusicBERT,REMI,rock,03120108af23cfe4a5b76d5bbe69df6c.mid,rock/03120108af23cfe4a5b76d5bbe69df6c.mid,-7.032594203948975,1.891567349433899
MusicBERT,TSD,rock,03120108af23cfe4a5b76d5bbe69df6c.mid,rock/03120108af23cfe4a5b76d5bbe69df6c.mid,-48.812469482421875,9.833749771118164
MusicBERT,MIDI-Like,rock,03581d53664e553ea1bba8e220174d94.mid,rock/03581d53664e553ea1bba8e220174d94.mid,33.462459564208984,12.965705871582031
MusicBERT,Octuple,rock,03581d53664e553ea1bba8e220174d94.mid,rock/03581d53664e553ea1bba8e220174d94.mid,2.2987544536590576,-33.75947952270508
MusicBERT,REMI,rock,03581d53664e553ea1bba8e220174d94.mid,rock/03581d53664e553ea1bba8e220174d94.mid,2.123051404953003,7.3488006591796875
MusicBERT,TSD,rock,03581d53664e553ea1bba8e220174d94.mid,rock/03581d53664e553ea1bba8e220174d94.mid,-34.088558197021484,7.678239345550537
MusicBERT,MIDI-Like,rock,036a72bd229802213b7751f3aeec6804.mid,rock/036a72bd229802213b7751f3aeec6804.mid,38.08547592163086,2.244117498397827
MusicBERT,Octuple,rock,036a72bd229802213b7751f3aeec6804.mid,rock/036a72bd229802213b7751f3aeec6804.mid,-5.671389579772949,-44.37173843383789
MusicBERT,REMI,rock,036a72bd229802213b7751f3aeec6804.mid,rock/036a72bd229802213b7751f3aeec6804.mid,1.4689549207687378,6.946802139282227
MusicBERT,TSD,rock,036a72bd229802213b7751f3aeec6804.mid,rock/036a72bd229802213b7751f3aeec6804.mid,-39.3564338684082,5.567635536193848
MusicBERT,MIDI-Like,rock,0372dae2232c1a9dada5e7d1a64214c7.mid,rock/0372dae2232c1a9dada5e7d1a64214c7.mid,42.46662521362305,16.827707290649414
MusicBERT,Octuple,rock,0372dae2232c1a9dada5e7d1a64214c7.mid,rock/0372dae2232c1a9dada5e7d1a64214c7.mid,5.713435649871826,-38.077667236328125
MusicBERT,REMI,rock,0372dae2232c1a9dada5e7d1a64214c7.mid,rock/0372dae2232c1a9dada5e7d1a64214c7.mid,-7.0964531898498535,-1.7228282690048218
MusicBERT,TSD,rock,0372dae2232c1a9dada5e7d1a64214c7.mid,rock/0372dae2232c1a9dada5e7d1a64214c7.mid,-45.531768798828125,11.27496337890625
MusicBERT,MIDI-Like,rock,039cd23b809fde7adc2e7cd094913141.mid,rock/039cd23b809fde7adc2e7cd094913141.mid,40.31954574584961,2.0829267501831055
MusicBERT,Octuple,rock,039cd23b809fde7adc2e7cd094913141.mid,rock/039cd23b809fde7adc2e7cd094913141.mid,12.292047500610352,-32.5882568359375
MusicBERT,REMI,rock,039cd23b809fde7adc2e7cd094913141.mid,rock/039cd23b809fde7adc2e7cd094913141.mid,3.682185411453247,5.5093994140625
MusicBERT,TSD,rock,039cd23b809fde7adc2e7cd094913141.mid,rock/039cd23b809fde7adc2e7cd094913141.mid,-36.891273498535156,-1.8168922662734985
MusicBERT,MIDI-Like,rock,03d278ba3edfde6615de3ea2aad0352a.mid,rock/03d278ba3edfde6615de3ea2aad0352a.mid,37.67241287231445,-1.2422627210617065
MusicBERT,Octuple,rock,03d278ba3edfde6615de3ea2aad0352a.mid,rock/03d278ba3edfde6615de3ea2aad0352a.mid,-2.5334994792938232,-36.18566131591797
MusicBERT,REMI,rock,03d278ba3edfde6615de3ea2aad0352a.mid,rock/03d278ba3edfde6615de3ea2aad0352a.mid,0.17695409059524536,5.114952087402344
MusicBERT,TSD,rock,03d278ba3edfde6615de3ea2aad0352a.mid,rock/03d278ba3edfde6615de3ea2aad0352a.mid,-37.76122283935547,5.41032075881958
MusicBERT,MIDI-Like,rock,03e64ea0d64ab547817fefee1841bf51.mid,rock/03e64ea0d64ab547817fefee1841bf51.mid,39.15665054321289,7.3011651039123535
MusicBERT,Octuple,rock,03e64ea0d64ab547817fefee1841bf51.mid,rock/03e64ea0d64ab547817fefee1841bf51.mid,-10.45887565612793,-34.444400787353516
MusicBERT,REMI,rock,03e64ea0d64ab547817fefee1841bf51.mid,rock/03e64ea0d64ab547817fefee1841bf51.mid,0.4593658447265625,0.5808689594268799
MusicBERT,TSD,rock,03e64ea0d64ab547817fefee1841bf51.mid,rock/03e64ea0d64ab547817fefee1841bf51.mid,-37.593692779541016,2.0631492137908936
MusicBERT,MIDI-Like,rock,03eb725d73e98dd52dd026fe8c31e531.mid,rock/03eb725d73e98dd52dd026fe8c31e531.mid,36.60530471801758,-0.5677160620689392
MusicBERT,Octuple,rock,03eb725d73e98dd52dd026fe8c31e531.mid,rock/03eb725d73e98dd52dd026fe8c31e531.mid,0.5712568163871765,-34.24746322631836
MusicBERT,REMI,rock,03eb725d73e98dd52dd026fe8c31e531.mid,rock/03eb725d73e98dd52dd026fe8c31e531.mid,-1.0541644096374512,5.252922534942627
MusicBERT,TSD,rock,03eb725d73e98dd52dd026fe8c31e531.mid,rock/03eb725d73e98dd52dd026fe8c31e531.mid,-38.66590881347656,4.204327583312988
MusicBERT,MIDI-Like,rock,04131b339d159ed234c7f19fa3490f20.mid,rock/04131b339d159ed234c7f19fa3490f20.mid,32.85734558105469,16.60995864868164
MusicBERT,Octuple,rock,04131b339d159ed234c7f19fa3490f20.mid,rock/04131b339d159ed234c7f19fa3490f20.mid,-5.108315467834473,-46.89334487915039
MusicBERT,REMI,rock,04131b339d159ed234c7f19fa3490f20.mid,rock/04131b339d159ed234c7f19fa3490f20.mid,-1.9498306512832642,-3.824601650238037
MusicBERT,TSD,rock,04131b339d159ed234c7f19fa3490f20.mid,rock/04131b339d159ed234c7f19fa3490f20.mid,-38.1125602722168,17.809234619140625
MusicBERT,MIDI-Like,rock,041ba475c58cf1752a9ff8451971f876.mid,rock/041ba475c58cf1752a9ff8451971f876.mid,38.969058990478516,14.34641170501709
MusicBERT,Octuple,rock,041ba475c58cf1752a9ff8451971f876.mid,rock/041ba475c58cf1752a9ff8451971f876.mid,9.170796394348145,-31.204858779907227
MusicBERT,REMI,rock,041ba475c58cf1752a9ff8451971f876.mid,rock/041ba475c58cf1752a9ff8451971f876.mid,5.555390357971191,-0.14131450653076172
MusicBERT,TSD,rock,041ba475c58cf1752a9ff8451971f876.mid,rock/041ba475c58cf1752a9ff8451971f876.mid,-37.70399856567383,0.10443055629730225
MusicBERT,MIDI-Like,rock,04223eed79e76bf05d5b79379bfc80d7.mid,rock/04223eed79e76bf05d5b79379bfc80d7.mid,40.19198989868164,13.151829719543457
MusicBERT,Octuple,rock,04223eed79e76bf05d5b79379bfc80d7.mid,rock/04223eed79e76bf05d5b79379bfc80d7.mid,10.455327987670898,-32.09234619140625
MusicBERT,REMI,rock,04223eed79e76bf05d5b79379bfc80d7.mid,rock/04223eed79e76bf05d5b79379bfc80d7.mid,-6.004719257354736,1.025025486946106
MusicBERT,TSD,rock,04223eed79e76bf05d5b79379bfc80d7.mid,rock/04223eed79e76bf05d5b79379bfc80d7.mid,-46.99953842163086,6.6008195877075195
MusicBERT,MIDI-Like,rock,043f89b6fc66796b2b729bcc11b65f93.mid,rock/043f89b6fc66796b2b729bcc11b65f93.mid,36.879371643066406,0.19528374075889587
MusicBERT,Octuple,rock,043f89b6fc66796b2b729bcc11b65f93.mid,rock/043f89b6fc66796b2b729bcc11b65f93.mid,0.9637281894683838,-38.52326202392578
MusicBERT,REMI,rock,043f89b6fc66796b2b729bcc11b65f93.mid,rock/043f89b6fc66796b2b729bcc11b65f93.mid,-2.3806540966033936,7.750716686248779
MusicBERT,TSD,rock,043f89b6fc66796b2b729bcc11b65f93.mid,rock/043f89b6fc66796b2b729bcc11b65f93.mid,-35.088741302490234,5.179792404174805
MusicBERT,MIDI-Like,rock,04bca91136e865bb28e27e27a40838f3.mid,rock/04bca91136e865bb28e27e27a40838f3.mid,35.64657974243164,4.256909370422363
MusicBERT,Octuple,rock,04bca91136e865bb28e27e27a40838f3.mid,rock/04bca91136e865bb28e27e27a40838f3.mid,-2.877627372741699,-38.414608001708984
MusicBERT,REMI,rock,04bca91136e865bb28e27e27a40838f3.mid,rock/04bca91136e865bb28e27e27a40838f3.mid,6.631069183349609,6.244962692260742
MusicBERT,TSD,rock,04bca91136e865bb28e27e27a40838f3.mid,rock/04bca91136e865bb28e27e27a40838f3.mid,-32.331214904785156,7.8339457511901855
MusicBERT,MIDI-Like,rock,04eb72fed7be9692f4359159298fe467.mid,rock/04eb72fed7be9692f4359159298fe467.mid,42.9222412109375,9.699459075927734
MusicBERT,Octuple,rock,04eb72fed7be9692f4359159298fe467.mid,rock/04eb72fed7be9692f4359159298fe467.mid,-6.348701477050781,-46.31141662597656
MusicBERT,REMI,rock,04eb72fed7be9692f4359159298fe467.mid,rock/04eb72fed7be9692f4359159298fe467.mid,-7.620302677154541,6.435760974884033
MusicBERT,TSD,rock,04eb72fed7be9692f4359159298fe467.mid,rock/04eb72fed7be9692f4359159298fe467.mid,-45.347862243652344,4.900299072265625
MusicBERT,MIDI-Like,rock,054ac83bf09c97d2df827afc01ee4970.mid,rock/054ac83bf09c97d2df827afc01ee4970.mid,36.645538330078125,0.7604604959487915
MusicBERT,Octuple,rock,054ac83bf09c97d2df827afc01ee4970.mid,rock/054ac83bf09c97d2df827afc01ee4970.mid,5.413050174713135,-37.3182487487793
MusicBERT,REMI,rock,054ac83bf09c97d2df827afc01ee4970.mid,rock/054ac83bf09c97d2df827afc01ee4970.mid,-0.04229736328125,8.918180465698242
MusicBERT,TSD,rock,054ac83bf09c97d2df827afc01ee4970.mid,rock/054ac83bf09c97d2df827afc01ee4970.mid,-39.402381896972656,4.876791477203369
MusicBERT,MIDI-Like,rock,0553049c149ca8d99f35bfa803d489b4.mid,rock/0553049c149ca8d99f35bfa803d489b4.mid,38.759090423583984,9.636826515197754
MusicBERT,Octuple,rock,0553049c149ca8d99f35bfa803d489b4.mid,rock/0553049c149ca8d99f35bfa803d489b4.mid,1.6682416200637817,-32.59189987182617
MusicBERT,REMI,rock,0553049c149ca8d99f35bfa803d489b4.mid,rock/0553049c149ca8d99f35bfa803d489b4.mid,-1.6047022342681885,3.1628992557525635
MusicBERT,TSD,rock,0553049c149ca8d99f35bfa803d489b4.mid,rock/0553049c149ca8d99f35bfa803d489b4.mid,-44.76942825317383,6.379661560058594
MusicBERT,MIDI-Like,rock,0568c6c151881ebb8b4c521494094a11.mid,rock/0568c6c151881ebb8b4c521494094a11.mid,32.643882751464844,1.8867952823638916
MusicBERT,Octuple,rock,0568c6c151881ebb8b4c521494094a11.mid,rock/0568c6c151881ebb8b4c521494094a11.mid,1.0722029209136963,-38.57634353637695
MusicBERT,REMI,rock,0568c6c151881ebb8b4c521494094a11.mid,rock/0568c6c151881ebb8b4c521494094a11.mid,-2.0913596153259277,9.443809509277344
MusicBERT,TSD,rock,0568c6c151881ebb8b4c521494094a11.mid,rock/0568c6c151881ebb8b4c521494094a11.mid,-40.79444885253906,12.100595474243164
MusicBERT,MIDI-Like,rock,056c2c9b3654853abda608175f894855.mid,rock/056c2c9b3654853abda608175f894855.mid,33.4849853515625,0.12551939487457275
MusicBERT,Octuple,rock,056c2c9b3654853abda608175f894855.mid,rock/056c2c9b3654853abda608175f894855.mid,-5.108028411865234,-36.62094497680664
MusicBERT,REMI,rock,056c2c9b3654853abda608175f894855.mid,rock/056c2c9b3654853abda608175f894855.mid,-4.0917487144470215,3.164942741394043
MusicBERT,TSD,rock,056c2c9b3654853abda608175f894855.mid,rock/056c2c9b3654853abda608175f894855.mid,-41.713863372802734,13.106541633605957
MusicBERT,MIDI-Like,rock,05eac3f25ce772456f52fde6c2eeaf9a.mid,rock/05eac3f25ce772456f52fde6c2eeaf9a.mid,36.45792007446289,3.0917558670043945
MusicBERT,Octuple,rock,05eac3f25ce772456f52fde6c2eeaf9a.mid,rock/05eac3f25ce772456f52fde6c2eeaf9a.mid,4.711829662322998,-39.167152404785156
MusicBERT,REMI,rock,05eac3f25ce772456f52fde6c2eeaf9a.mid,rock/05eac3f25ce772456f52fde6c2eeaf9a.mid,-5.803647518157959,-3.830031633377075
MusicBERT,TSD,rock,05eac3f25ce772456f52fde6c2eeaf9a.mid,rock/05eac3f25ce772456f52fde6c2eeaf9a.mid,-44.71974182128906,14.930091857910156
MusicBERT,MIDI-Like,rock,05f7863dfae101cbf819d4f3ada064f5.mid,rock/05f7863dfae101cbf819d4f3ada064f5.mid,38.37189483642578,11.471574783325195
MusicBERT,Octuple,rock,05f7863dfae101cbf819d4f3ada064f5.mid,rock/05f7863dfae101cbf819d4f3ada064f5.mid,-4.823326110839844,-36.052207946777344
MusicBERT,REMI,rock,05f7863dfae101cbf819d4f3ada064f5.mid,rock/05f7863dfae101cbf819d4f3ada064f5.mid,1.8489092588424683,1.6805024147033691
MusicBERT,TSD,rock,05f7863dfae101cbf819d4f3ada064f5.mid,rock/05f7863dfae101cbf819d4f3ada064f5.mid,-41.56159973144531,5.293482303619385
MusicBERT,MIDI-Like,rock,06226b041518f9970151475af05383b5.mid,rock/06226b041518f9970151475af05383b5.mid,38.589447021484375,11.591889381408691
MusicBERT,Octuple,rock,06226b041518f9970151475af05383b5.mid,rock/06226b041518f9970151475af05383b5.mid,0.05675797164440155,-37.643985748291016
MusicBERT,REMI,rock,06226b041518f9970151475af05383b5.mid,rock/06226b041518f9970151475af05383b5.mid,2.5393168926239014,1.8991966247558594
MusicBERT,TSD,rock,06226b041518f9970151475af05383b5.mid,rock/06226b041518f9970151475af05383b5.mid,-37.890098571777344,2.763930082321167
MusicBERT,MIDI-Like,rock,06579f510008a95ed32c4868200616b8.mid,rock/06579f510008a95ed32c4868200616b8.mid,36.18947982788086,9.739935874938965
MusicBERT,Octuple,rock,06579f510008a95ed32c4868200616b8.mid,rock/06579f510008a95ed32c4868200616b8.mid,-9.409382820129395,-34.93345642089844
MusicBERT,REMI,rock,06579f510008a95ed32c4868200616b8.mid,rock/06579f510008a95ed32c4868200616b8.mid,-0.6463904976844788,1.8352378606796265
MusicBERT,TSD,rock,06579f510008a95ed32c4868200616b8.mid,rock/06579f510008a95ed32c4868200616b8.mid,-35.44941711425781,5.5820088386535645
MusicBERT,MIDI-Like,rock,0671a1b7467a3531ac381b1d5e4a9ef6.mid,rock/0671a1b7467a3531ac381b1d5e4a9ef6.mid,38.454185485839844,11.308510780334473
MusicBERT,Octuple,rock,0671a1b7467a3531ac381b1d5e4a9ef6.mid,rock/0671a1b7467a3531ac381b1d5e4a9ef6.mid,6.081038951873779,-32.26089096069336
