cov_method,tokenizer,model,remove_velocity,hard_quantization,pair,repeat,fmd,nfmd_trace
ledoit_wolf,REMI,CLaMP-2,True,True,rock_vs_electronic,1,0.09584563102713661,0.1092796473252418
ledoit_wolf,REMI,CLaMP-2,True,True,rock_vs_electronic,2,0.0857955706663377,0.09593533051001911
ledoit_wolf,REMI,CLaMP-2,True,True,rock_vs_electronic,3,0.08046994530831342,0.08984827442095254
ledoit_wolf,REMI,CLaMP-2,True,True,rock_vs_electronic,4,0.08802518425236583,0.09975673975781313
ledoit_wolf,REMI,CLaMP-2,True,True,rock_vs_country,0,0.08884145580903813,0.11810560129420543
ledoit_wolf,REMI,CLaMP-2,True,True,rock_vs_country,1,0.10588234759336324,0.13003376407501616
ledoit_wolf,REMI,CLaMP-2,True,True,rock_vs_country,2,0.09224910682209553,0.12177720092818023
ledoit_wolf,REMI,CLaMP-2,True,True,rock_vs_country,3,0.0981627233150314,0.1295529983069755
ledoit_wolf,REMI,CLaMP-2,True,True,rock_vs_country,4,0.09911958945815658,0.1256321037961031
ledoit_wolf,REMI,CLaMP-2,True,True,jazz_vs_electronic,0,0.13645540864225136,0.1697674218589017
ledoit_wolf,REMI,CLaMP-2,True,True,jazz_vs_electronic,1,0.13781938495215806,0.16968338425511678
ledoit_wolf,REMI,CLaMP-2,True,True,jazz_vs_electronic,2,0.13541333513591314,0.16790708018490913
ledoit_wolf,REMI,CLaMP-2,True,True,jazz_vs_electronic,3,0.1610152333924284,0.20990104052126815
ledoit_wolf,REMI,CLaMP-2,True,True,jazz_vs_electronic,4,0.17262015949016918,0.22440164767000872
ledoit_wolf,REMI,CLaMP-2,True,True,jazz_vs_country,0,0.0989889063559064,0.1448406010004103
ledoit_wolf,REMI,CLaMP-2,True,True,jazz_vs_country,1,0.10004530546580082,0.1458774250885591
ledoit_wolf,REMI,CLaMP-2,True,True,jazz_vs_country,2,0.10799242306514145,0.15543091839058967
ledoit_wolf,REMI,CLaMP-2,True,True,jazz_vs_country,3,0.10852166664220242,0.15573277047362458
ledoit_wolf,REMI,CLaMP-2,True,True,jazz_vs_country,4,0.10934961034901525,0.1581125959851163
ledoit_wolf,REMI,CLaMP-2,True,True,electronic_vs_country,0,0.1301019851074472,0.15903749805015865
ledoit_wolf,REMI,CLaMP-2,True,True,electronic_vs_country,1,0.124576668589362,0.1587561770054467
ledoit_wolf,REMI,CLaMP-2,True,True,electronic_vs_country,2,0.1313083937662557,0.1614230389261883
ledoit_wolf,REMI,CLaMP-2,True,True,electronic_vs_country,3,0.1363212709241729,0.17397792871156034
ledoit_wolf,REMI,CLaMP-2,True,True,electronic_vs_country,4,0.12566091210102504,0.15713928374461314
ledoit_wolf,REMI,MusicBERT,False,False,rock_vs_jazz,0,5.065320708862956,0.151171391323506
ledoit_wolf,REMI,MusicBERT,False,False,rock_vs_jazz,1,5.281582441422849,0.15340927786499942
ledoit_wolf,REMI,MusicBERT,False,False,rock_vs_jazz,2,5.192635167116116,0.15561673262819198
ledoit_wolf,REMI,MusicBERT,False,False,rock_vs_jazz,3,4.963209370720424,0.14818369990570038
ledoit_wolf,REMI,MusicBERT,False,False,rock_vs_jazz,4,4.852646124718081,0.14422601184876024
ledoit_wolf,REMI,MusicBERT,False,False,rock_vs_electronic,0,5.179605203781023,0.13907783372269586
ledoit_wolf,REMI,MusicBERT,False,False,rock_vs_electronic,1,5.036002731755325,0.13277211975289316
ledoit_wolf,REMI,MusicBERT,False,False,rock_vs_electronic,2,5.536661376703947,0.14535503258962237
ledoit_wolf,REMI,MusicBERT,False,False,rock_vs_electronic,3,5.161519710431335,0.13717811602179947
ledoit_wolf,REMI,MusicBERT,False,False,rock_vs_electronic,4,5.2421952696140295,0.13999671931644164
ledoit_wolf,REMI,MusicBERT,False,False,rock_vs_country,0,5.438387318388905,0.1795290858260832
ledoit_wolf,REMI,MusicBERT,False,False,rock_vs_country,1,5.935651061956101,0.18994702488294235
ledoit_wolf,REMI,MusicBERT,False,False,rock_vs_country,2,5.52122520946924,0.1784971892450889
ledoit_wolf,REMI,MusicBERT,False,False,rock_vs_country,3,5.094330676811381,0.16541921488873304
ledoit_wolf,REMI,MusicBERT,False,False,rock_vs_country,4,5.118519354944354,0.16679341968435385
ledoit_wolf,REMI,MusicBERT,False,False,jazz_vs_electronic,0,5.261993909158619,0.14789918960199072
ledoit_wolf,REMI,MusicBERT,False,False,jazz_vs_electronic,1,5.839951261257351,0.1662881483647588
ledoit_wolf,REMI,MusicBERT,False,False,jazz_vs_electronic,2,5.491221224142052,0.15734624487196247
ledoit_wolf,REMI,MusicBERT,False,False,jazz_vs_electronic,3,5.83878288092486,0.1635681383893273
ledoit_wolf,REMI,MusicBERT,False,False,jazz_vs_electronic,4,5.912447045866482,0.163807571929494
ledoit_wolf,REMI,MusicBERT,False,False,jazz_vs_country,0,4.694601249853221,0.16975818669383952
ledoit_wolf,REMI,MusicBERT,False,False,jazz_vs_country,1,4.551891743586275,0.1581104502636504
ledoit_wolf,REMI,MusicBERT,False,False,jazz_vs_country,2,4.3482228387654445,0.15539426581510124
ledoit_wolf,REMI,MusicBERT,False,False,jazz_vs_country,3,4.484399809769624,0.15932937580923717
ledoit_wolf,REMI,MusicBERT,False,False,jazz_vs_country,4,4.331493761659274,0.15204818629269387
ledoit_wolf,REMI,MusicBERT,False,False,electronic_vs_country,0,6.72171561005478,0.20865761965024168
ledoit_wolf,REMI,MusicBERT,False,False,electronic_vs_country,1,6.830504796663078,0.21341585096117044
ledoit_wolf,REMI,MusicBERT,False,False,electronic_vs_country,2,6.439170668484067,0.20310898239106084
ledoit_wolf,REMI,MusicBERT,False,False,electronic_vs_country,3,7.114532054104728,0.22299687257210835
ledoit_wolf,REMI,MusicBERT,False,False,electronic_vs_country,4,6.879593794318605,0.21282545001617117
ledoit_wolf,REMI,MusicBERT,True,True,rock_vs_jazz,0,4.364564003601323,0.14343545734503046
ledoit_wolf,REMI,MusicBERT,True,True,rock_vs_jazz,1,4.2175052310885555,0.13906206545431654
ledoit_wolf,REMI,MusicBERT,True,True,rock_vs_jazz,2,4.289878613103763,0.14179679726402736
ledoit_wolf,REMI,MusicBERT,True,True,rock_vs_jazz,3,4.067670887860324,0.14028113469871475
ledoit_wolf,REMI,MusicBERT,True,True,rock_vs_jazz,4,4.251476611747755,0.14088226308675042
ledoit_wolf,REMI,MusicBERT,True,True,rock_vs_electronic,0,5.198068867078568,0.1498790687804144
ledoit_wolf,REMI,MusicBERT,True,True,rock_vs_electronic,1,4.63003283857617,0.13376537676370187
ledoit_wolf,REMI,MusicBERT,True,True,rock_vs_electronic,2,5.017683440264808,0.14437771289651044
ledoit_wolf,REMI,MusicBERT,True,True,rock_vs_electronic,3,4.869471262737363,0.1398840317999104
ledoit_wolf,REMI,MusicBERT,True,True,rock_vs_electronic,4,4.946617177870888,0.14088149976041672
ledoit_wolf,REMI,MusicBERT,True,True,rock_vs_country,0,4.445987869996927,0.16218786376571118
ledoit_wolf,REMI,MusicBERT,True,True,rock_vs_country,1,4.482218309642981,0.15842648173430426
ledoit_wolf,REMI,MusicBERT,True,True,rock_vs_country,2,4.37408855589301,0.15712734342938114
ledoit_wolf,REMI,MusicBERT,True,True,rock_vs_country,3,4.43364951592384,0.157724442442049
ledoit_wolf,REMI,MusicBERT,True,True,rock_vs_country,4,4.297354183532882,0.15538054489994527
ledoit_wolf,REMI,MusicBERT,True,True,jazz_vs_electronic,0,5.126737204219204,0.15782926736013342
ledoit_wolf,REMI,MusicBERT,True,True,jazz_vs_electronic,1,4.867839422096651,0.1512171701837038
ledoit_wolf,REMI,MusicBERT,True,True,jazz_vs_electronic,2,5.08088779954797,0.15415766750868348
ledoit_wolf,REMI,MusicBERT,True,True,jazz_vs_electronic,3,5.394958754139463,0.16477956772945804
ledoit_wolf,REMI,MusicBERT,True,True,jazz_vs_electronic,4,5.635575679937084,0.16850406569078646
ledoit_wolf,REMI,MusicBERT,True,True,jazz_vs_country,0,3.7379309867404125,0.14974919465642314
ledoit_wolf,REMI,MusicBERT,True,True,jazz_vs_country,1,3.8921499150412195,0.15606312852401738
ledoit_wolf,REMI,MusicBERT,True,True,jazz_vs_country,2,4.172051881448745,0.1641724014550943
ledoit_wolf,REMI,MusicBERT,True,True,jazz_vs_country,3,3.8324004137741383,0.15095086078291842
ledoit_wolf,REMI,MusicBERT,True,True,jazz_vs_country,4,4.044544645045079,0.1590942960387958
ledoit_wolf,REMI,MusicBERT,True,True,electronic_vs_country,0,6.321850387778625,0.21527669578244393
ledoit_wolf,REMI,MusicBERT,True,True,electronic_vs_country,1,6.373714797716957,0.21436236970350842
ledoit_wolf,REMI,MusicBERT,True,True,electronic_vs_country,2,6.179382696801994,0.20516393368738106
ledoit_wolf,REMI,MusicBERT,True,True,electronic_vs_country,3,6.475474394799516,0.21464283949917345
ledoit_wolf,REMI,MusicBERT,True,True,electronic_vs_country,4,6.260749538537567,0.2054017655110639
ledoit_wolf,Octuple,CLaMP-2,False,False,rock_vs_jazz,0,0.01488613760980298,0.1451046544104593
ledoit_wolf,Octuple,CLaMP-2,False,False,rock_vs_jazz,1,0.009414671878016978,0.08837881255316804
ledoit_wolf,Octuple,CLaMP-2,False,False,rock_vs_jazz,2,0.011021742130069734,0.10428324377140624
ledoit_wolf,Octuple,CLaMP-2,False,False,rock_vs_jazz,3,0.012649250668875844,0.11179171260113555
ledoit_wolf,Octuple,CLaMP-2,False,False,rock_vs_jazz,4,0.010223426116441836,0.10257502817668403
ledoit_wolf,Octuple,CLaMP-2,False,False,rock_vs_electronic,0,0.010108608292758225,0.12950794523237094
ledoit_wolf,Octuple,CLaMP-2,False,False,rock_vs_electronic,1,0.008234523834353802,0.11609497167437852
ledoit_wolf,Octuple,CLaMP-2,False,False,rock_vs_electronic,2,0.008658091551414226,0.11727188366019954
ledoit_wolf,Octuple,CLaMP-2,False,False,rock_vs_electronic,3,0.008000870083746364,0.10763554802890071
ledoit_wolf,Octuple,CLaMP-2,False,False,rock_vs_electronic,4,0.007329935048515035,0.09743218159918507
ledoit_wolf,Octuple,CLaMP-2,False,False,rock_vs_country,0,0.008078242945919134,0.10572066236806099
ledoit_wolf,Octuple,CLaMP-2,False,False,rock_vs_country,1,0.006418898430783582,0.087662523096342
ledoit_wolf,Octuple,CLaMP-2,False,False,rock_vs_country,2,0.006447678166396242,0.08690543881278474
ledoit_wolf,Octuple,CLaMP-2,False,False,rock_vs_country,3,0.00898831196212313,0.12545166728021762
ledoit_wolf,Octuple,CLaMP-2,False,False,rock_vs_country,4,0.0061233971631939055,0.08291651914871372
ledoit_wolf,Octuple,CLaMP-2,False,False,jazz_vs_electronic,0,0.019761425566175383,0.19774576869519633
ledoit_wolf,Octuple,CLaMP-2,False,False,jazz_vs_electronic,1,0.021095055176586774,0.1982873416874942
ledoit_wolf,Octuple,CLaMP-2,False,False,jazz_vs_electronic,2,0.021297110831284355,0.19961057822226622
ledoit_wolf,Octuple,CLaMP-2,False,False,jazz_vs_electronic,3,0.014841722551683173,0.15554973139417447
ledoit_wolf,Octuple,CLaMP-2,False,False,jazz_vs_electronic,4,0.02214409194928585,0.20508682205314677
ledoit_wolf,Octuple,CLaMP-2,False,False,jazz_vs_country,0,0.01705284995584988,0.17167687896895462
ledoit_wolf,Octuple,CLaMP-2,False,False,jazz_vs_country,1,0.015109833138610279,0.15974470828489723
ledoit_wolf,Octuple,CLaMP-2,False,False,jazz_vs_country,2,0.017746798495645894,0.17501359098893532
ledoit_wolf,Octuple,CLaMP-2,False,False,jazz_vs_country,3,0.015130978057565914,0.1522242393384218
ledoit_wolf,Octuple,CLaMP-2,False,False,jazz_vs_country,4,0.01730633690252134,0.16089614213414474
ledoit_wolf,Octuple,CLaMP-2,False,False,electronic_vs_country,0,0.00873319521418986,0.12729393677969925
ledoit_wolf,Octuple,CLaMP-2,False,False,electronic_vs_country,1,0.008121876162894864,0.12197824629586324
ledoit_wolf,Octuple,CLaMP-2,False,False,electronic_vs_country,2,0.007013880753710983,0.1141101600189599
ledoit_wolf,Octuple,CLaMP-2,False,False,electronic_vs_country,3,0.008910935283634042,0.1275695167344782
ledoit_wolf,Octuple,CLaMP-2,False,False,electronic_vs_country,4,0.00839615330444049,0.12643032539840504
ledoit_wolf,Octuple,CLaMP-2,True,True,rock_vs_jazz,0,0.007068114207442577,0.07853023371936618
ledoit_wolf,Octuple,CLaMP-2,True,True,rock_vs_jazz,1,0.007924396028920921,0.07769079702723683
ledoit_wolf,Octuple,CLaMP-2,True,True,rock_vs_jazz,2,0.007550687961176056,0.08099987255691797
ledoit_wolf,Octuple,CLaMP-2,True,True,rock_vs_jazz,3,0.00816326464294373,0.08787146781865657
ledoit_wolf,Octuple,CLaMP-2,True,True,rock_vs_jazz,4,0.00813586449902201,0.0892712995273585
ledoit_wolf,Octuple,CLaMP-2,True,True,rock_vs_electronic,0,0.009370443969691084,0.12470359983104587
ledoit_wolf,Octuple,CLaMP-2,True,True,rock_vs_electronic,1,0.006002097574473064,0.08769050053349689
ledoit_wolf,Octuple,CLaMP-2,True,True,rock_vs_electronic,2,0.008184845996975804,0.11891131303674718
ledoit_wolf,Octuple,CLaMP-2,True,True,rock_vs_electronic,3,0.010039209335693133,0.13454897823370915
ledoit_wolf,Octuple,CLaMP-2,True,True,rock_vs_electronic,4,0.008403818930631135,0.11152234748851107
ledoit_wolf,Octuple,CLaMP-2,True,True,rock_vs_country,0,0.005929651106975381,0.08192972663139457
ledoit_wolf,Octuple,CLaMP-2,True,True,rock_vs_country,1,0.006298350882673248,0.08958581565943712
ledoit_wolf,Octuple,CLaMP-2,True,True,rock_vs_country,2,0.008777684746507197,0.11691508278797104
ledoit_wolf,Octuple,CLaMP-2,True,True,rock_vs_country,3,0.007287705094715796,0.10994090395165884
ledoit_wolf,Octuple,CLaMP-2,True,True,rock_vs_country,4,0.006775799344514277,0.09367623410278489
ledoit_wolf,Octuple,CLaMP-2,True,True,jazz_vs_electronic,0,0.015065891802109599,0.16914756663006542
ledoit_wolf,Octuple,CLaMP-2,True,True,jazz_vs_electronic,1,0.0120928823125723,0.14536513294661707
ledoit_wolf,Octuple,CLaMP-2,True,True,jazz_vs_electronic,2,0.015013984894247767,0.1661583275723983
ledoit_wolf,Octuple,CLaMP-2,True,True,jazz_vs_electronic,3,0.020707950953159082,0.24172206864743193
ledoit_wolf,Octuple,CLaMP-2,True,True,jazz_vs_electronic,4,0.019574537022287675,0.2252523751198195
ledoit_wolf,Octuple,CLaMP-2,True,True,jazz_vs_country,0,0.009715077895455504,0.10684399294475784
ledoit_wolf,Octuple,CLaMP-2,True,True,jazz_vs_country,1,0.008814104106681847,0.10285306643508012
ledoit_wolf,Octuple,CLaMP-2,True,True,jazz_vs_country,2,0.009983408234376018,0.10795339180685107
ledoit_wolf,Octuple,CLaMP-2,True,True,jazz_vs_country,3,0.011800944775726047,0.13332874812132547
ledoit_wolf,Octuple,CLaMP-2,True,True,jazz_vs_country,4,0.01189153894063491,0.1301095229071675
ledoit_wolf,Octuple,CLaMP-2,True,True,electronic_vs_country,0,0.009291628612123293,0.13731597498002024
ledoit_wolf,Octuple,CLaMP-2,True,True,electronic_vs_country,1,0.008237848377982887,0.12459194411242591
ledoit_wolf,Octuple,CLaMP-2,True,True,electronic_vs_country,2,0.007677426846116886,0.12198378344836831
ledoit_wolf,Octuple,CLaMP-2,True,True,electronic_vs_country,3,0.008456714028688472,0.12440097264639588
ledoit_wolf,Octuple,CLaMP-2,True,True,electronic_vs_country,4,0.007097215949397773,0.11808591352409306
ledoit_wolf,Octuple,MusicBERT,False,False,rock_vs_jazz,0,7.1995391657868595,0.13349746894721418
ledoit_wolf,Octuple,MusicBERT,False,False,rock_vs_jazz,1,6.518836149184068,0.12379721890571029
ledoit_wolf,Octuple,MusicBERT,False,False,rock_vs_jazz,2,6.098175382150586,0.11276238934915933
ledoit_wolf,Octuple,MusicBERT,False,False,rock_vs_jazz,3,5.9635531342704695,0.11585931557310601
ledoit_wolf,Octuple,MusicBERT,False,False,rock_vs_jazz,4,6.224334479872319,0.11579854325607365
ledoit_wolf,Octuple,MusicBERT,False,False,rock_vs_electronic,0,7.75635270185429,0.14210302334419092
ledoit_wolf,Octuple,MusicBERT,False,False,rock_vs_electronic,1,7.369545328773619,0.1289519107952107
ledoit_wolf,Octuple,MusicBERT,False,False,rock_vs_electronic,2,6.993886396057668,0.12465946222716061
ledoit_wolf,Octuple,MusicBERT,False,False,rock_vs_electronic,3,6.876119640782001,0.12409541593949357
ledoit_wolf,Octuple,MusicBERT,False,False,rock_vs_electronic,4,7.264114309562309,0.13046139781588753
ledoit_wolf,Octuple,MusicBERT,False,False,rock_vs_country,0,5.991329230281487,0.12773823821991362
ledoit_wolf,Octuple,MusicBERT,False,False,rock_vs_country,1,6.352410350600074,0.12815554712538485
ledoit_wolf,Octuple,MusicBERT,False,False,rock_vs_country,2,6.212305431801894,0.1274935803870747
ledoit_wolf,Octuple,MusicBERT,False,False,rock_vs_country,3,6.34315032301582,0.12950321834808542
ledoit_wolf,Octuple,MusicBERT,False,False,rock_vs_country,4,5.7218302651399,0.11718567930975923
ledoit_wolf,Octuple,MusicBERT,False,False,jazz_vs_electronic,0,10.380710842724937,0.19449806242164916
ledoit_wolf,Octuple,MusicBERT,False,False,jazz_vs_electronic,1,9.532493351510396,0.17535674337897844
ledoit_wolf,Octuple,MusicBERT,False,False,jazz_vs_electronic,2,9.765420953554667,0.18139197658525266
ledoit_wolf,Octuple,MusicBERT,False,False,jazz_vs_electronic,3,8.727952364077176,0.161704163404072
ledoit_wolf,Octuple,MusicBERT,False,False,jazz_vs_electronic,4,9.810923686928206,0.18573106363444553
ledoit_wolf,Octuple,MusicBERT,False,False,jazz_vs_country,0,6.125896473165049,0.13108014660327816
ledoit_wolf,Octuple,MusicBERT,False,False,jazz_vs_country,1,5.9136686182193685,0.12572942501572584
ledoit_wolf,Octuple,MusicBERT,False,False,jazz_vs_country,2,6.302428865368022,0.1333907901910951
ledoit_wolf,Octuple,MusicBERT,False,False,jazz_vs_country,3,6.170060413687374,0.12965522923237796
ledoit_wolf,Octuple,MusicBERT,False,False,jazz_vs_country,4,5.877222189375111,0.12307040074176763
ledoit_wolf,Octuple,MusicBERT,False,False,electronic_vs_country,0,9.125613107123854,0.183333290980108
ledoit_wolf,Octuple,MusicBERT,False,False,electronic_vs_country,1,9.097398616038681,0.18689352414010013
ledoit_wolf,Octuple,MusicBERT,False,False,electronic_vs_country,2,8.535190252325492,0.1708524106149925
ledoit_wolf,Octuple,MusicBERT,False,False,electronic_vs_country,3,8.941899283779861,0.18303212509703792
ledoit_wolf,Octuple,MusicBERT,False,False,electronic_vs_country,4,9.20538502964736,0.1871375420933394
ledoit_wolf,Octuple,MusicBERT,True,True,rock_vs_jazz,0,6.4845906130492,0.11663505241227082
ledoit_wolf,Octuple,MusicBERT,True,True,rock_vs_jazz,1,6.145307324603976,0.11125224238348982
ledoit_wolf,Octuple,MusicBERT,True,True,rock_vs_jazz,2,6.5072877006718315,0.11646512678567775
ledoit_wolf,Octuple,MusicBERT,True,True,rock_vs_jazz,3,6.009337114914018,0.10749920431538725
ledoit_wolf,Octuple,MusicBERT,True,True,rock_vs_jazz,4,6.274822383344656,0.1122695614734818
ledoit_wolf,Octuple,MusicBERT,True,True,rock_vs_electronic,0,6.8259510467377424,0.11613953311986258
ledoit_wolf,Octuple,MusicBERT,True,True,rock_vs_electronic,1,7.366509807513474,0.12593505348060263
ledoit_wolf,Octuple,MusicBERT,True,True,rock_vs_electronic,2,7.23780701344954,0.12601348088756453
ledoit_wolf,Octuple,MusicBERT,True,True,rock_vs_electronic,3,7.599434467867802,0.13037482395174582
ledoit_wolf,Octuple,MusicBERT,True,True,rock_vs_electronic,4,7.24037065805755,0.1261126921328716
ledoit_wolf,Octuple,MusicBERT,True,True,rock_vs_country,0,5.342764562109757,0.10664622487042652
ledoit_wolf,Octuple,MusicBERT,True,True,rock_vs_country,1,5.41448532285321,0.10696948549576754
ledoit_wolf,Octuple,MusicBERT,True,True,rock_vs_country,2,5.19199945317073,0.103655741362741
ledoit_wolf,Octuple,MusicBERT,True,True,rock_vs_country,3,5.635659544349068,0.10832757776176252
ledoit_wolf,Octuple,MusicBERT,True,True,rock_vs_country,4,5.852872042916445,0.11456638761492617
ledoit_wolf,Octuple,MusicBERT,True,True,jazz_vs_electronic,0,11.196614781405039,0.19790610698715538
ledoit_wolf,Octuple,MusicBERT,True,True,jazz_vs_electronic,1,10.186659228715918,0.18240203278602846
ledoit_wolf,Octuple,MusicBERT,True,True,jazz_vs_electronic,2,9.708014546913105,0.17196188761910075
ledoit_wolf,Octuple,MusicBERT,True,True,jazz_vs_electronic,3,9.633152428947653,0.1710976870828986
ledoit_wolf,Octuple,MusicBERT,True,True,jazz_vs_electronic,4,10.387112117209163,0.18732988498880832
ledoit_wolf,Octuple,MusicBERT,True,True,jazz_vs_country,0,6.2370261285098465,0.12341868129978485
ledoit_wolf,Octuple,MusicBERT,True,True,jazz_vs_country,1,5.480674752341699,0.10698369682543053
ledoit_wolf,Octuple,MusicBERT,True,True,jazz_vs_country,2,5.927823362935527,0.11822805499261053
ledoit_wolf,Octuple,MusicBERT,True,True,jazz_vs_country,3,6.063280655826738,0.11891944635838424
ledoit_wolf,Octuple,MusicBERT,True,True,jazz_vs_country,4,5.77196679657348,0.11410159415409105
ledoit_wolf,Octuple,MusicBERT,True,True,electronic_vs_country,0,8.542424641813632,0.16205259118447513
ledoit_wolf,Octuple,MusicBERT,True,True,electronic_vs_country,1,9.222568055682366,0.17651458800857137
ledoit_wolf,Octuple,MusicBERT,True,True,electronic_vs_country,2,9.389119367135308,0.18247718803776172
ledoit_wolf,Octuple,MusicBERT,True,True,electronic_vs_country,3,9.717339544786071,0.1881394326654653
ledoit_wolf,Octuple,MusicBERT,True,True,electronic_vs_country,4,9.366920707347596,0.18621147331221846
basic_shrinkage,REMI,CLaMP-2,False,False,rock_vs_jazz,0,0.08633893469745324,0.09872433566981913
basic_shrinkage,REMI,CLaMP-2,False,False,rock_vs_jazz,1,0.09668583126020347,0.10992599041526732
basic_shrinkage,REMI,CLaMP-2,False,False,rock_vs_jazz,2,0.10141999481502462,0.1182967672354098
basic_shrinkage,REMI,CLaMP-2,False,False,rock_vs_jazz,3,0.10450398059314137,0.12501801714391414
basic_shrinkage,REMI,CLaMP-2,False,False,rock_vs_jazz,4,0.08880960569414176,0.1008652990648098
basic_shrinkage,REMI,CLaMP-2,False,False,rock_vs_electronic,0,0.08960255861126987,0.09438241447489777
basic_shrinkage,REMI,CLaMP-2,False,False,rock_vs_electronic,1,0.09321890179261016,0.09980031989796659
basic_shrinkage,REMI,CLaMP-2,False,False,rock_vs_electronic,2,0.09819724434337163,0.10570885397656495
basic_shrinkage,REMI,CLaMP-2,False,False,rock_vs_electronic,3,0.09904912230220841,0.10923371675347965
basic_shrinkage,REMI,CLaMP-2,False,False,rock_vs_electronic,4,0.08520222336290706,0.08983177731585294
basic_shrinkage,REMI,CLaMP-2,False,False,rock_vs_country,0,0.11503394833990643,0.12346595726884531
basic_shrinkage,REMI,CLaMP-2,False,False,rock_vs_country,1,0.12939362969552315,0.13891735753861065
basic_shrinkage,REMI,CLaMP-2,False,False,rock_vs_country,2,0.12628452218155484,0.13909088335873923
basic_shrinkage,REMI,CLaMP-2,False,False,rock_vs_country,3,0.11456272866021644,0.12456732479210561
basic_shrinkage,REMI,CLaMP-2,False,False,rock_vs_country,4,0.1337858684524207,0.14447014612243106
basic_shrinkage,REMI,CLaMP-2,False,False,jazz_vs_electronic,0,0.10703165386771007,0.12167308574318368
basic_shrinkage,REMI,CLaMP-2,False,False,jazz_vs_electronic,1,0.09894646906763216,0.1073376857807605
basic_shrinkage,REMI,CLaMP-2,False,False,jazz_vs_electronic,2,0.10458413430363067,0.1173818384596894
basic_shrinkage,REMI,CLaMP-2,False,False,jazz_vs_electronic,3,0.09480272315740845,0.10632283002231077
basic_shrinkage,REMI,CLaMP-2,False,False,jazz_vs_electronic,4,0.09578737907357127,0.10722668662447805
basic_shrinkage,REMI,CLaMP-2,False,False,jazz_vs_country,0,0.16467776250841226,0.18632360985421983
basic_shrinkage,REMI,CLaMP-2,False,False,jazz_vs_country,1,0.12282570735397647,0.14282223746603184
basic_shrinkage,REMI,CLaMP-2,False,False,jazz_vs_country,2,0.13516867339242944,0.15544114734148087
basic_shrinkage,REMI,CLaMP-2,False,False,jazz_vs_country,3,0.1265522976323552,0.14674708423832372
basic_shrinkage,REMI,CLaMP-2,False,False,jazz_vs_country,4,0.13231503947019063,0.14728603424724876
basic_shrinkage,REMI,CLaMP-2,False,False,electronic_vs_country,0,0.14959103151811104,0.15741268496156596
basic_shrinkage,REMI,CLaMP-2,False,False,electronic_vs_country,1,0.15895940796129826,0.1697754760089382
basic_shrinkage,REMI,CLaMP-2,False,False,electronic_vs_country,2,0.1585559609586511,0.17282584442473603
basic_shrinkage,REMI,CLaMP-2,False,False,electronic_vs_country,3,0.15073208618647582,0.16651354411158392
basic_shrinkage,REMI,CLaMP-2,False,False,electronic_vs_country,4,0.15270142209925663,0.1617878312583359
basic_shrinkage,REMI,CLaMP-2,True,True,rock_vs_jazz,0,0.13754951419456463,0.17275761172464973
basic_shrinkage,REMI,CLaMP-2,True,True,rock_vs_jazz,1,0.13141465150798848,0.16501146207718054
basic_shrinkage,REMI,CLaMP-2,True,True,rock_vs_jazz,2,0.15581488822882683,0.19547468183888086
basic_shrinkage,REMI,CLaMP-2,True,True,rock_vs_jazz,3,0.12561041970322306,0.16184642803925461
basic_shrinkage,REMI,CLaMP-2,True,True,rock_vs_jazz,4,0.1257560329337084,0.16322715397286253
basic_shrinkage,REMI,CLaMP-2,True,True,rock_vs_electronic,0,0.08544354807857824,0.09627943696223644
basic_shrinkage,REMI,CLaMP-2,True,True,rock_vs_electronic,1,0.08172243525188938,0.09419012287499276
basic_shrinkage,REMI,CLaMP-2,True,True,rock_vs_electronic,2,0.0888608694877373,0.1021161439591857
basic_shrinkage,REMI,CLaMP-2,True,True,rock_vs_electronic,3,0.08244163615737721,0.09261371079559415
basic_shrinkage,REMI,CLaMP-2,True,True,rock_vs_electronic,4,0.0910764480473194,0.10254790688570188
basic_shrinkage,REMI,CLaMP-2,True,True,rock_vs_country,0,0.09242850255378077,0.11891230608915043
basic_shrinkage,REMI,CLaMP-2,True,True,rock_vs_country,1,0.10901220403141831,0.13654322236701633
basic_shrinkage,REMI,CLaMP-2,True,True,rock_vs_country,2,0.10555718527946811,0.1354426040304345
basic_shrinkage,REMI,CLaMP-2,True,True,rock_vs_country,3,0.09146942918232681,0.11815011582053628
basic_shrinkage,REMI,CLaMP-2,True,True,rock_vs_country,4,0.08477174577258129,0.10861377036457365
basic_shrinkage,REMI,CLaMP-2,True,True,jazz_vs_electronic,0,0.1451424975552228,0.19309718831966652
basic_shrinkage,REMI,CLaMP-2,True,True,jazz_vs_electronic,1,0.12478706778896487,0.16177149203165525
basic_shrinkage,REMI,CLaMP-2,True,True,jazz_vs_electronic,2,0.13113353680595063,0.1627038480982049
basic_shrinkage,REMI,CLaMP-2,True,True,jazz_vs_electronic,3,0.12610000893987272,0.16068460991912906
basic_shrinkage,REMI,CLaMP-2,True,True,jazz_vs_electronic,4,0.14050650628305583,0.1741925532908567
basic_shrinkage,REMI,CLaMP-2,True,True,jazz_vs_country,0,0.11223315735657502,0.16490376924945635
basic_shrinkage,REMI,CLaMP-2,True,True,jazz_vs_country,1,0.11041814018610374,0.1601137955766212
basic_shrinkage,REMI,CLaMP-2,True,True,jazz_vs_country,2,0.09303486698046015,0.1383546460893379
basic_shrinkage,REMI,CLaMP-2,True,True,jazz_vs_country,3,0.09550802123949731,0.1427060370674336
